merchantidentifier,dateclosedforfraud,Flag_for_data_with_fraud_outcomes
46077079,,1
45906751,,1
46079241,,1
45906799,,1
45910033,,1
46105527,,1
45910345,,1
46105559,,1
45916781,,1
46136233,,1
45910923,,1
46135539,,1
45910611,,1
46066173,,1
45910777,,1
46066189,,1
45911273,,1
46070709,,1
45919985,,1
45918167,,1
46079557,,1
46079887,,1
45909523,,1
45909987,,1
45910741,,1
45918433,,1
46078579,,1
45920741,,1
46071501,,1
45920939,,1
46137009,2014-06-24,1
45908201,,1
46139089,,1
45908483,,1
45918647,,1
45922591,,1
45912159,,1
45911917,,1
45911981,,1
45919277,,1
45925545,,1
45925613,,1
46080611,,1
46080793,,1
46139499,,1
46075529,,1
46137951,,1
46079109,,1
46079657,,1
46076781,,1
46076947,,1
46081835,,1
46077921,,1
46079307,,1
46079375,,1
46081205,,1
43182931,,1
43185755,,1
43186695,,1
45913945,,1
45925711,,1
45920131,,1
45911319,,1
45913763,,1
45911157,,1
45911189,,1
45927327,,1
45911799,,1
45911933,,1
45923101,2014-05-05,1
45923997,,1
45927525,,1
45914801,,1
45914967,,1
45912493,,1
45912675,,1
45915249,,1
45912821,,1
45929027,,1
45929573,,1
45913201,,1
45915217,,1
45925661,,1
45915759,,1
45917875,,1
45918085,,1
45931849,,1
45914107,,1
45917411,,1
45926485,,1
45918615,,1
45918631,,1
45916733,,1
45927245,,1
45919011,,1
45917229,,1
45919557,,1
45917297,,1
45920179,,1
45921569,,1
45929277,,1
45930525,,1
45920695,,1
45920709,,1
45915827,,1
45917525,,1
45915843,,1
45917775,,1
45920923,,1
45918465,,1
45935527,,1
45915067,,1
45916749,,1
45922295,,1
45936665,,1
45916833,,1
45917311,,1
45923913,,1
45915597,,1
46082857,,1
46141099,,1
46078663,,1
46078927,,1
46081487,,1
46141333,,1
46083101,,1
46080413,,1
46082195,,1
46084555,,1
46082773,,1
46082243,2014-05-20,1
46084687,,1
46082873,,1
46081075,,1
46142173,,1
46083929,,1
45916301,,1
46142319,,1
45933745,,1
46083467,,1
45925379,,1
45934039,,1
46142735,,1
45924687,,1
46142751,,1
45924769,,1
46084275,,1
45937971,,1
45926865,,1
46081783,,1
45935179,,1
45937987,,1
46084853,,1
46083003,,1
46143017,,1
45935559,,1
46084967,,1
45935777,,1
46086733,,1
46145591,,1
45927693,,1
46086469,,1
46086817,2015-12-18,1
45917739,,1
45935923,,1
45927145,,1
46085447,,1
45919605,,1
45936269,,1
45940427,,1
46093381,2015-12-18,1
45936335,,1
46086021,,1
45920263,,1
45940891,,1
46105461,,1
45927957,,1
45929141,,1
46145409,,1
45921585,,1
46148791,,1
45921851,,1
45922493,,1
46149865,,1
45921735,,1
45928761,,1
46145675,,1
46087213,,1
45931005,2015-04-06,1
45922393,,1
46136117,,1
46183789,,1
46168477,,1
46174613,,1
46185489,,1
46183903,,1
46176343,,1
46177583,,1
46185785,,1
46180121,,1
46182101,,1
46182399,,1
46180355,,1
46183097,,1
46170455,,1
46181825,,1
46185967,,1
46182533,,1
46184895,,1
46187103,,1
46185305,,1
46169565,,1
46186113,,1
46170007,,1
46188095,,1
46186609,,1
46191047,,1
46170569,,1
46185951,,1
46188177,,1
46188375,,1
46174249,,1
46192579,,1
46186891,,1
46189069,,1
46193043,,1
46187073,,1
46193439,,1
46187437,,1
46194115,,1
46172649,,1
46194131,,1
46174827,,1
46187849,,1
46175935,,1
43187091,,1
43150819,2014-02-07,1
43151481,,1
43190685,,1
43193675,,1
43193999,,1
43195305,,1
43198771,,1
43200815,,1
43201789,,1
43202697,2014-06-12,1
43203555,,1
43204031,,1
43204989,,1
43206657,,1
43206689,,1
43207069,,1
44776369,,1
46194445,,1
45914275,,1
46189943,,1
45905381,,1
46176015,,1
46109603,,1
46101599,,1
46195189,,1
46109737,,1
46136811,,1
44777359,,1
44778317,,1
46189481,,1
46135393,,1
46176905,,1
46150655,,1
44779589,,1
44714311,,1
43208783,,1
44714427,,1
46101499,,1
44780033,,1
46148677,,1
46189845,,1
44780279,,1
46190963,,1
44780975,,1
46148989,,1
46191739,,1
46189995,,1
44781023,,1
46135623,,1
46177733,,1
44781767,,1
46192713,,1
46152583,,1
44716109,,1
46178059,,1
44781835,,1
46178209,,1
46178375,,1
46176921,,1
46135691,,1
44718257,,1
46195273,,1
46137869,,1
44782477,,1
46180501,,1
44783715,,1
46181215,,1
44718685,,1
46109473,,1
44718917,,1
46196295,,1
46138459,,1
46196591,,1
44719595,,1
46177499,,1
46195205,,1
46196789,,1
46135773,,1
44719643,,1
46178719,,1
46182929,,1
46140095,,1
46197153,,1
46113347,,1
46198191,,1
46193339,,1
46198291,,1
46179531,,1
46193391,,1
46198503,,1
46193703,,1
46198619,,1
46183857,,1
46198785,,1
46179911,,1
46184479,,1
46135757,,1
46198655,,1
46199331,,1
46136629,,1
46180023,,1
46200099,,1
46136909,,1
46180221,,1
46201621,,1
46154251,,1
46184811,,1
46203007,,1
46194907,,1
46185191,,1
46140375,,1
46196623,,1
46204195,,1
46197351,,1
46197929,,1
46140475,,1
44629501,,1
46137239,,1
46137503,,1
46204639,,1
46198321,,1
46205335,,1
46185619,,1
46199977,,1
46206041,,1
46196903,,1
46137619,,1
46188277,,1
46188439,,1
46193095,,1
46208287,,1
46208667,,1
46199181,,1
46298541,,1
46330933,,1
46300439,,1
46316279,,1
46316643,,1
46330157,,1
46301085,,1
46308791,,1
46331777,,1
46309021,,1
42947263,,1
46330751,,1
46332383,,1
46317419,,1
46303231,,1
46310837,,1
46303695,,1
46311165,,1
46318243,,1
45602769,,1
46334925,,1
46304299,,1
46332435,,1
46311613,,1
45603629,,1
46335655,,1
46312535,,1
45605079,,1
46311795,,1
46313459,,1
46313989,,1
46314317,,1
46315407,,1
46316033,,1
46318477,,1
46318757,,1
46319533,,1
46320655,,1
46321363,,1
46321795,,1
46321895,,1
46322369,,1
46322567,,1
46323297,,1
46323577,,1
46318623,2014-04-22,1
46318805,,1
46312635,,1
46313343,,1
46334529,,1
46336625,,1
46336791,,1
46320207,,1
46335951,,1
46337005,,1
46320503,,1
46314433,,1
46337717,,1
46321181,,1
46315521,,1
46315803,,1
46324647,,1
46324433,2015-12-18,1
46324563,,1
46325225,,1
19804730127,,1
19804743217,,1
19804761897,,1
19804768063,,1
19804779467,,1
19804780305,,1
19810572565,,1
19810552833,,1
19810554349,,1
19810580487,,1
19810600631,,1
19810587287,,1
19810591047,,1
19810595933,,1
44857779,,1
44857847,,1
44858139,,1
44858321,,1
44858421,,1
44839745,,1
44999401,,1
44999485,,1
44962969,,1
45000073,,1
44983545,,1
44984717,,1
44984947,,1
44985343,,1
45002515,,1
44964355,,1
44985541,,1
46329169,,1
46331825,,1
46334379,,1
46334743,,1
46432655,,1
46421667,,1
46433645,,1
46425049,,1
46425081,,1
46425361,,1
46434583,,1
46423135,,1
46425627,,1
46434683,,1
46435145,,1
46423283,,1
46425923,,1
46435775,,1
46435807,,1
46466181,,1
46424601,,1
46424735,2015-01-06,1
46466645,,1
46466711,,1
46425527,,1
46467207,,1
46428149,,1
46468459,,1
46469353,,1
46429239,,1
46427857,,1
46471811,,1
46428759,,1
46429077,,1
46430341,,1
46472255,,1
46472551,,1
46473973,,1
47482185,,1
46430773,,1
19810619013,,1
45002531,,1
19810656383,,1
19810658645,,1
45002813,,1
19810689799,,1
45003109,,1
19810663151,,1
44964669,,1
19810712979,,1
45003225,,1
19810750583,,1
45003339,,1
19810754939,,1
44965247,,1
19810401739,,1
44986797,,1
44987109,,1
44987125,,1
44987209,,1
44966879,,1
45004461,,1
44967409,,1
44967425,,1
44967705,,1
44967857,,1
45006919,,1
44989403,,1
44968379,,1
45007665,,1
44990439,,1
44970029,,1
44991199,,1
44991813,,1
46431467,,1
46431747,,1
46474579,2014-07-31,1
46474845,,1
46432077,,1
46475423,,1
46475819,,1
46475985,,1
46432555,,1
46477007,,1
46477355,,1
46432519,,1
46477569,,1
46433265,2015-12-18,1
46478409,,1
46479071,,1
46434651,,1
46435261,,1
46465955,,1
46480519,,1
46466431,,1
46465889,,1
46465999,,1
46482219,,1
46647735,,1
46647917,,1
46614483,,1
46615441,,1
46604915,,1
46605625,,1
46605921,,1
46606481,,1
46606515,,1
46647403,,1
46650867,,1
19810737749,,1
19810755965,,1
19810423983,,1
19810468747,,0
19810839487,,1
19810857405,,1
19810439541,,1
19810861745,,1
19810805941,,1
19810806187,,1
19810810311,,1
19810458815,,1
19810554317,,1
46648045,,1
46651115,,1
46608543,,1
46468161,,1
46469683,,1
46485193,,1
46470321,,1
46486115,,1
46470405,,1
46470671,,1
46471827,,1
46489779,,1
46473343,,1
46472219,,1
46475125,,1
46475241,,1
46475969,,1
46474615,,1
46477601,,1
46478295,,1
46479517,,1
46475557,,1
46480077,,1
46476215,,1
46481447,,1
46481743,,1
46478477,,1
46482865,,1
46478607,,1
46483677,,1
46486825,,1
46481811,,1
46487075,,1
46482337,2015-12-18,1
46489383,,1
46483839,,1
46484911,,1
44971435,,1
44971831,,1
45008619,,1
44993017,,1
44972489,,1
44972555,,1
44972769,,1
45010153,,1
44994847,,1
44973513,,1
45011425,,1
44974385,,1
44996977,,1
45011821,,1
45012431,,1
44997207,,1
44974881,,1
45013077,,1
45013837,,1
44997853,,1
45014063,,1
45015089,,1
42947741,,1
43037897,,1
43038105,,1
43038669,,1
42949211,,1
42950033,,1
42952789,,1
42954093,,1
42954291,,1
42954801,,1
42955977,,1
43042743,,1
43043239,,1
43043389,,1
42957905,,1
42958333,,1
42958829,,1
42959177,,1
43044113,,1
43044541,,1
43045947,,1
43046803,,1
43047267,,1
43047615,,1
43049163,,1
43050199,,1
43050897,,1
43051755,,1
43053023,,1
47482831,2014-08-11,1
47481893,,1
47531323,,1
47532049,,1
47484265,,1
47532907,,1
47533173,,1
47485753,,1
47485785,,1
47483773,,1
47483919,,1
47536587,,1
47519527,,1
47536983,,1
47537265,,1
47537431,,1
47520731,,1
47519825,,1
47519841,,1
47537513,,1
47520019,,1
47539113,,1
47539775,2014-07-07,1
47519163,,1
47519179,,1
47522447,,1
19810846183,,1
47542497,,1
47524707,,1
19810915105,,1
19810517819,,1
19810953157,,1
19810593689,,1
19810601225,,1
19810912729,,1
19810632705,,1
19810605003,,1
19810637807,,1
19810654699,,1
19810683895,,1
19810638267,,1
19810568857,,1
19810608155,,1
19810670903,,1
19810684535,,1
19810693147,,1
19810695243,,1
19810699337,,1
19811010519,,1
19811037219,,1
19811035077,,1
45606845,,1
45608643,,1
45608659,,1
45611417,,1
45611433,,1
45612355,,1
45210083,,1
45210993,,1
45211935,,1
45212113,,1
45212245,,1
45212297,,1
45613115,,1
45613709,,1
45615295,2015-04-25,1
45615639,,1
45618063,,1
46308577,,1
46309187,,1
46309881,,1
46318127,,1
46318441,,1
46310701,,1
46318539,,1
46327637,,1
46312667,,1
46319747,,1
46327735,,1
46319815,,1
46313213,,1
46328195,,1
46319863,,1
46320239,,1
46142767,,1
46320753,,1
46313905,,1
46142783,,1
46329237,,1
46330173,,1
46322301,,1
46330685,2014-05-08,1
46322931,,1
46330699,,1
46331611,,1
46314465,2014-07-15,1
46332071,,1
46315657,,1
46326975,,1
46327455,,1
46651695,,1
46652383,,1
46652565,,1
46610703,,1
46652879,,1
46653821,,1
46654479,,1
46611927,,1
46654711,,1
46613179,2014-05-27,1
46651975,,1
46613877,,1
46652929,,1
46614581,,1
46656213,,1
46614763,,1
46656739,,1
46598631,,1
46654315,,1
46615211,,1
46657155,,1
46615377,,1
46602107,,1
46602305,,1
46656973,,1
46602753,,1
46657583,,1
46649399,,1
46603529,,1
46650685,,1
46658391,,1
46653341,,1
46653919,,1
46605411,,1
46333309,,1
46334035,,1
46319847,,1
46329299,,1
46329351,,1
46334265,,1
46320275,,1
46320373,,1
46335603,,1
46368785,,1
46363855,,1
46364559,,1
46362449,,1
46368967,,1
46362547,,1
46362845,,1
46363439,,1
47525881,,1
47520467,,1
47544971,,1
47521425,,1
47527679,,1
47523223,,1
47306049,,1
19810650509,,1
47306939,,1
47307157,,1
19810739283,,1
47308789,,1
19811052631,,0
47311397,2015-12-18,1
19810748787,,1
47313159,,1
19810759233,,1
45620209,,1
45620589,,1
45623131,,1
45624003,,1
45624087,,1
45624779,,1
45624879,,1
45625097,,1
45626597,,1
45626727,,1
45626759,,1
45627123,,1
45627935,,1
45628905,,1
45612569,,1
45613329,,1
45615425,,1
46362927,,1
19802846519,,1
19806207177,,1
19806535247,,1
19805565625,,1
19805580819,,1
19806235027,,1
19806555311,,1
19806476687,,1
19805584997,,1
44776401,,1
45345291,,1
45346411,,1
45346957,,1
45347469,,1
45354939,,1
45359233,,1
45366955,,1
45377183,,1
46910231,,1
46920527,,1
46891191,,1
46912409,,1
46891837,,1
46892839,,1
46893103,,1
46893119,,1
46912821,,1
19805386367,,1
19805423857,,1
19806630547,,1
19805617099,,1
19805632215,,1
19806534965,,1
19805475779,,1
19805482975,2014-10-01,1
19805431791,,1
19805432515,,1
19806659857,,0
19806688167,,1
19805436903,,1
19806548181,,1
19806689657,,1
19806551549,,1
19806556631,,1
46138707,,1
46138875,,1
46139369,,1
46141417,,1
46142917,,1
46143033,,1
46143163,,1
46143709,,1
46144269,,1
46145061,,1
46145325,,1
46152963,,1
46154417,,1
46160519,,1
46163297,,1
46167023,,1
46168259,,1
46168675,,1
46169087,2014-04-29,1
46170173,,1
46170699,,1
46603067,,1
46603447,,1
46598861,,1
46598995,,1
46604781,,1
46604979,,1
46605311,,1
46604499,,1
46608461,,1
46808919,,1
43407907,,1
43410907,,1
43352169,,1
46660419,,1
46660669,,1
46661033,,1
46661825,,1
46662665,,1
46663029,,1
46665357,,1
46605197,,1
46665489,,1
46666395,,1
46666775,,1
46666875,2014-09-09,1
46668819,,1
46671229,,1
46671921,,1
46672183,,1
46673391,,1
43408335,,1
43408399,,1
43411487,,1
43408435,,1
43413299,,1
43413929,,1
43411537,,1
43410131,,1
43353097,,1
43412575,,1
43353539,,1
43413019,,1
43354067,,1
43416385,,1
43416749,,1
43354479,,1
43411601,,1
44776583,,1
44776717,,1
44777031,,1
44777129,,1
44642933,,1
44643115,,1
44643695,,1
44644101,,1
44645377,,1
44646133,,1
44647009,,1
44647687,2014-05-15,1
44647935,,1
44648823,,1
44648921,,1
44648989,,1
44649499,,1
46868949,,1
46863093,,1
46826443,,1
46870349,,1
46827073,,1
46863191,,1
46871141,,1
46827499,,1
46811893,,1
46812269,,1
46828141,,1
46870333,,1
46813721,,1
46864625,,1
46865353,,1
46875003,,1
46814977,,1
46865849,,1
46831343,,1
46871109,,1
46875383,,1
46815571,,1
46815853,,1
46876853,,1
46835403,,1
46836227,,1
46873799,,1
46877133,,1
46837633,,1
45378257,,1
45378585,,1
45381143,,1
45381309,2014-08-27,1
45382925,,1
45383671,,1
45387943,,1
45388023,,1
45388767,,1
45391521,,1
45391621,,1
45392497,,1
45393205,,1
45394243,,1
45394507,,1
45395533,,1
45396223,,1
46676097,,1
46678489,,1
46679265,,1
46679795,,1
43417343,,1
46608825,,1
46610193,,1
43412029,,1
46610871,,1
43355041,,1
46611151,,1
43413961,,1
46612917,,1
43355389,,1
46612933,,1
43412903,,1
46614285,,1
46912919,,1
46883105,,1
46883257,,1
46883471,,1
46918417,,1
46918449,,1
46885863,,1
46919505,,1
46921981,,1
46887447,,1
46923383,,1
46924737,,1
46927359,,1
46891801,,1
46927443,,1
46925051,,1
46897809,,1
19805448489,,1
19806305301,,1
19805529407,,1
19805747769,,1
19806312511,,1
19805546961,,1
19805485351,,1
19806574815,,1
19806750025,,0
47034621,,1
47031373,,1
47035151,,1
47012147,,1
47031737,,1
47032411,,1
47034011,,1
47015285,,1
46816641,,1
46875367,,1
46819927,,1
46876999,,1
46838457,,1
46816791,,1
46820173,,1
46839149,,1
46879327,,1
46876305,2014-07-11,1
46820767,,1
46651147,,1
46867761,,1
46879823,,1
46877661,,1
46657849,,1
46879129,,1
46657915,,1
46660783,,1
46661445,,1
46661497,,1
46663539,,1
46665139,,1
46665587,,1
46674163,,1
46674559,,1
46675933,,1
46676889,,1
46679347,,1
46679941,,1
46681245,,1
46681775,,1
46682449,,1
46682943,,1
46823971,,1
46879989,,1
46843901,,1
46827765,,1
46870167,,1
46826677,,1
46827119,,1
46871689,,1
46828557,,1
46829135,,1
46829151,,1
46871703,,1
44777641,,1
44777807,,1
44777973,2014-06-03,1
44778481,,1
47346341,,1
46172715,,1
46175123,,1
46176807,,1
46177833,,1
46178241,,1
46180585,,1
46181627,,1
46183159,,1
46186079,,1
47267521,,1
47267673,,1
47268081,,1
47268461,,1
47269537,,1
47271037,,1
47271267,,1
47274747,,1
46186921,,1
46188193,,1
46190171,,1
46191063,,1
46192183,,1
46192615,,1
46192861,,1
46933829,,1
46893337,,1
46937159,,1
46931089,,1
46932141,,1
46939869,,1
46935497,,1
46936731,,1
46937029,,1
46894657,,1
47015383,,1
47036221,,1
47036273,,1
47038299,,1
47036419,,1
47035679,,1
47039325,,1
47016587,,1
47038929,,1
47039309,,1
47040431,,1
47041305,,1
47041473,,1
47021887,,1
47043337,,1
47040217,,1
47047231,,1
47044407,,1
47048517,,1
47040697,,1
47045085,,1
47041077,,1
47049493,,1
47042261,2014-06-19,1
47049857,,1
47042625,,1
47025863,,1
47044423,,1
47045927,,1
47047709,,1
47048169,,1
47048185,,1
46895167,,1
46941385,,1
46896371,,1
46899705,,1
46900613,,1
46900629,,1
46903089,,1
46904407,,1
46906303,,1
46911965,,1
46912721,,1
46916171,,1
46916881,,1
46920313,,1
46920413,,1
46923335,,1
46926499,,1
47055597,,1
47048665,,1
47051091,,1
47051205,,1
47053399,,1
47053633,,1
47036735,,1
46829995,,1
47056947,,1
47038831,,1
46831015,,1
47039143,,1
46847681,,1
47058995,,1
46872329,,1
47059621,,1
47060017,,1
47060065,,1
47040743,,1
47057807,,1
47064853,,1
47058167,,1
47040895,,1
47059771,,1
47059855,,1
47060611,,1
47059937,,1
47060777,,1
47060147,,1
47060893,,1
47061173,,1
47061319,,1
47044241,,1
47063565,,1
47045631,,1
47064025,,1
47047595,,1
47065925,,1
47047809,,1
47066301,,1
47049029,,1
47014919,,1
47066437,,1
47051105,,1
47051157,,1
47053185,,1
47055083,,1
47056073,,1
47058151,2015-12-18,1
19806597537,,1
19805581631,,1
19806623769,,1
19806773903,,1
19805514139,,1
19806383481,,1
19805826023,,1
19806637117,,1
19806639213,,1
19806387341,,1
19806650479,,1
19805543001,,1
19806651603,,1
19805563513,,1
19805659873,,1
19805627911,,1
19805711467,,1
19805734435,,1
19805650727,,1
19806748359,,1
19806756975,,1
19806928691,,1
19805768243,,1
19806785223,,1
19806939099,,1
19806947499,,1
19806957533,,1
46872611,,1
46833193,,1
46873205,,1
46848571,,1
46837961,,1
46839181,,1
46840485,,1
46853107,,1
46840667,,1
46877513,,1
46854723,,1
46854905,,1
46855453,,1
46879525,,1
46841693,,1
46841891,,1
46844709,,1
46965443,,1
46966183,,1
46978297,,1
46983841,,1
46984399,,1
46358077,,1
46358107,,1
46358321,,1
46360271,,1
46360369,,1
46984649,,1
46985295,,1
46987899,,1
46989915,,1
46966761,,1
46968725,,1
46974467,2015-11-09,1
19805819377,,1
46842267,,1
46845471,,1
46843059,,1
46846143,,1
46844049,,1
46847451,,1
46847169,,1
46859695,,1
46847997,,1
46848041,,1
46861623,,1
46851259,,1
46850071,,1
46855073,,1
46856673,,1
46853139,,1
47306163,,1
47309533,,1
47309581,,1
47309731,,1
47268825,,1
47312961,,1
19805111989,,1
19804828583,,1
19806066315,,1
19804833717,,1
19805823219,,0
43481349,,1
43482303,,1
43482669,,1
43483147,,1
43483841,,1
43485013,,1
43486447,,1
43487769,,1
43488775,,1
43488891,,1
43490571,,1
43490671,,1
43490737,,1
43491149,,1
43492437,,1
43492765,,1
43493079,,1
19809272709,,1
19808434525,,1
19809443685,,1
19807817079,,1
19809299243,,1
19809301041,,1
19807989775,,1
19807849389,,1
19808468057,,1
19807895439,,1
19808563825,,1
19809335841,,1
19807924463,,1
19809350639,,1
19809397669,,1
19809560753,,1
19808014583,,1
19808026053,,1
19808186073,,1
19809424229,,0
19809427251,,1
43493197,,1
43493525,,1
43495475,,1
46911471,,1
46911735,,1
46912425,,1
46912675,,1
46914239,,1
46897893,,1
46916599,,1
46899493,,1
46917775,,1
46918995,,1
46902327,,1
46919043,,1
46920793,,1
46906091,,1
19808653581,,1
19809464589,,1
19808678529,,1
19809648995,,1
19808211827,,1
19808101079,,1
19808115287,,1
19809487145,,1
19808122661,,1
19808131985,,1
19808654587,,1
19808656979,,1
19808753409,,1
19808764083,,1
19808259463,,1
19809532767,,1
19808693711,,1
19808774445,,1
19809545211,,1
19808184619,,1
19809562219,,1
19809597517,,1
19808815067,,1
19808825613,,1
19808725441,,1
19808303883,,1
47095015,,1
47095577,,1
47096845,,1
47097375,,1
47098659,,1
47098939,,1
47099487,,1
47099835,,1
47099965,,1
47101565,,1
47101929,2015-01-13,1
47104089,,1
47104203,,1
47106235,,1
47106251,,1
47132583,,1
47133411,,1
19808760173,,1
19808876529,,1
19808899879,,1
19808468203,,1
19808506567,,1
19808937649,,1
19808945669,,1
19809712073,,1
19808527805,,1
47184179,,1
47184527,,1
47190137,,1
47191955,,1
47193885,,1
47194327,,1
47194625,,1
47194693,,1
47196209,,1
47197267,,1
47198257,,1
47198371,,1
47200051,,1
47149731,,1
47152913,,1
47154759,,1
47155405,,1
46472599,,1
46472849,,1
46474797,,1
46474995,,1
47202459,,1
47202509,,1
47155951,,1
47156197,,1
47156723,,1
47157187,,1
47158689,,1
47160355,,1
47162201,,1
47163243,,1
46476643,,1
47306361,,1
47332099,2014-07-09,1
47332381,,1
47332417,,1
47332647,,1
47334497,,1
47338239,,1
47338785,,1
47339149,,1
47339859,,1
47342151,,1
47307799,,1
47307965,,1
47308821,,1
47311329,,1
47317271,,1
47311627,2014-07-03,1
46921091,,1
46906981,,1
46907777,,1
46922409,,1
46922821,,1
46923715,,1
46926287,,1
47134943,,1
46909675,,1
46926931,,1
47135871,,1
46928099,,1
47137419,,1
46929011,,1
47108527,,1
46931765,,1
47461281,,1
46931865,,1
47461597,,1
47424073,,1
46932027,,1
46914175,,1
46915265,,1
46915363,,1
46933515,,1
46915431,,1
46915993,,1
46917411,,1
46935975,,1
46920163,,1
46936997,,1
46937111,,1
46939107,,1
46923285,,1
46338177,,1
46926021,,1
46942177,,1
46481479,,1
46482651,,1
47207445,,1
47170171,,1
47176507,,1
47176789,,1
47178421,,1
47178737,,1
47179597,,1
47180187,,1
47180437,,1
47180453,,1
47186591,,1
47191227,,1
47192379,,1
47193291,,1
47193405,,1
47193899,,1
47199345,,1
47200463,,1
47203765,,1
47205531,,1
47206023,,1
47317353,,1
47342861,,1
47345157,,1
47346987,,1
47348999,,1
46695931,,1
46696225,,1
46697845,,1
46698091,,1
47349529,,1
47350863,,1
47350383,,1
47351623,2014-11-04,1
47425245,,1
47457553,,1
47459831,,1
47355171,,1
47460077,,1
47460093,,1
47355599,,1
47461083,,1
47462057,,1
47463145,,1
47463395,,1
47464183,,1
47362743,,1
47363373,,1
47465193,,1
47465589,,1
47363967,,1
47364395,,1
47466527,,1
47364707,,1
47466695,,1
47661577,,1
47660567,,1
47664445,,1
47660817,,1
47665751,,1
47661775,,1
47661807,,1
47663043,,1
47663391,,1
47663819,,1
47663953,,1
47696077,,1
47664345,,1
47696373,,1
47697083,,1
47586499,,1
47588663,2014-09-29,1
47591155,,1
47592027,,1
47592095,,1
47365437,,1
47399425,,1
47403151,,1
47403547,,1
47405131,,1
47405559,,1
47405825,,1
47406549,,1
47406997,,1
47408249,,1
47413117,,1
47414749,,1
47418313,,1
47419455,,1
46927015,,1
46927297,,1
46928317,,1
46930031,,1
19800039227,,1
19800091831,2015-06-16,1
19800108725,,1
19800147585,,1
19800203219,,0
19800209721,,1
19800220065,,1
19800288495,,1
19800330979,,1
19800019245,,1
47591119,,1
19800021589,,1
47593199,,1
19800401271,,1
19800405559,,1
19800411299,,1
19800427557,,1
19800464911,,1
19800472831,,1
19800542595,,1
19800647817,,1
19800670169,,1
19800699625,,1
19800227823,,1
19800243845,,1
19800317567,2014-08-30,1
19800386967,,1
19800397231,,1
47593563,,1
19800425359,,1
47598249,,1
19800432851,,1
47598727,,1
47598859,,1
47589871,,1
47592719,,1
47593085,,1
47594569,,1
47595279,,1
47596185,,1
47597857,,1
47599041,,1
47594933,,1
47595215,,1
47596467,,1
47596633,,1
47600573,,1
47601283,,1
47593449,,1
47596747,,1
47420045,,1
47420857,,1
47421087,,1
47421435,,1
47421997,,1
47422489,,1
47424499,,1
47425677,,1
47461315,,1
47461513,,1
47319365,,1
47319959,,1
47321313,,1
47321445,,1
47322549,,1
46484679,,1
46484813,,1
43499581,,1
43499815,,1
43500093,,1
43501133,,1
43501181,2014-01-28,1
43501993,,1
43504679,,1
43505177,,1
43506033,,1
43507189,,1
43507883,,1
43508575,,1
43509055,,1
43511131,,1
43511429,,1
43513325,,1
43514941,,1
43516609,,1
43517453,2013-12-11,1
43517717,,1
43519251,,1
43518027,,1
43519381,,1
43518125,,1
43518323,,1
43518339,,1
43518937,,1
43519317,,1
43521115,,1
43521179,,1
43520355,,1
43520501,,1
43520585,,1
43521361,,1
43523111,,1
43522285,,1
43523821,,1
43524529,,1
43494365,,1
43524265,,1
43494927,,1
43525305,,1
43526905,,1
43526957,,1
43528871,,1
43528887,,1
43527499,,1
43529433,,1
43528505,,1
43532135,,1
43530453,,1
46702513,,1
46702711,2014-08-13,1
46703321,,1
46704161,,1
46704343,,1
46704641,,1
46705881,,1
46708455,,1
46711011,,1
46711803,,1
46711953,,1
46714045,,1
46714243,,1
47313591,,1
47314051,,1
47318887,,1
47319679,,1
43532085,,1
43532349,,1
43533505,,1
47316495,,1
47317733,,1
47318109,,1
47318755,,1
36740675,,1
36763263,,1
36763659,,1
39922269,,1
39926063,,1
39926245,,1
39926957,,1
39927453,,1
39927667,,1
39930567,,1
39932135,,1
39933177,,1
39935981,,1
41686809,,1
41683775,,1
41689383,,1
41689367,,1
41684167,,1
41690257,,1
41689565,,1
41691215,,1
41690585,,1
41690653,,1
41692815,,1
41691345,,1
41692153,,1
41688493,,1
41688539,,1
41665477,,1
41665971,,1
41689435,,1
41693691,,1
41666545,,1
41691559,,1
41695305,,1
41667291,,1
41695687,,1
41667935,,1
41696113,,1
41697073,,1
41698141,,1
41698125,,1
41698491,,1
41670321,,1
41698605,,1
41700257,,1
41671431,,1
41700403,,1
41672353,,1
41674449,,1
41675557,,1
41701777,,1
41701975,,1
41703013,,1
41676907,,1
41704447,,1
41703873,,1
41704795,,1
41677257,,1
41704759,,1
41705191,,1
41705769,,1
41678309,,1
41705389,,1
43371541,,1
43372465,,1
41319371,,1
41325957,,1
43678059,,1
43373557,,1
41319569,,1
43373673,,1
41326433,,1
43375157,,1
41327095,,1
43375387,,1
41327521,,1
43378041,,1
41320789,,1
41331053,,1
43380287,,1
43380485,,1
41320857,,1
43380881,,1
43381677,,1
41321565,,1
43382381,,1
41321863,,1
43382417,,1
41333527,,1
43383307,,1
43385257,,1
43679531,,1
43680917,,1
41323265,,1
41334269,,1
41334731,,1
41334815,,1
41325161,,1
41325509,,1
41336479,,1
41336909,,1
41337093,,1
41338343,,1
41340475,,1
41340621,,1
41341001,,1
41341037,,1
41330787,,1
41331761,,1
41344997,,1
41335773,,1
41345789,,1
41336743,,1
41346315,,1
41337405,,1
41347405,,1
41347837,,1
34315637,,1
34316243,,1
34615357,,1
34319697,,1
34319925,,1
34320255,,1
34320453,,1
34322647,,1
34323755,,1
34323787,,1
34327399,,1
43681975,,1
43683013,,1
41338245,,1
43683493,,1
43680835,,1
43680799,,1
41348047,,1
41339369,,1
43680883,,1
43680933,,1
